sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
aguamiel_1	112242	27520	24.52	27032	7171	6.39	6498	5.79
aguamiel_2	147426	41332	28.04	40939	11603	7.87	10723	7.27
contrapunta_1	119476	31582	26.43	31164	4566	3.82	4171	3.49
contrapunta_2	108992	28238	25.91	27875	4273	3.92	3801	3.49
pulque_1	104841	28246	26.94	27847	8350	7.96	7545	7.2
pulque_2	106978	28951	27.06	28659	9471	8.85	8437	7.89
