sample-id	input	filtered	percentage of input passed filter	denoised	merged	percentage of input merged	non-chimeric	percentage of input non-chimeric
#q2:types	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
aguamiel_1	106095	15026	14.16	14755	2949	2.78	2661	2.51
aguamiel_2	134446	23201	17.26	22968	4487	3.34	4219	3.14
contrapunta_1	109295	19250	17.61	18931	1571	1.44	1484	1.36
contrapunta_2	99680	17670	17.73	17293	1437	1.44	1332	1.34
pulque_1	94133	16870	17.92	16612	3281	3.49	2936	3.12
pulque_2	98506	16999	17.26	16797	3586	3.64	3183	3.23
